date,rank,song,artist,last-week,peak-rank,weeks-on-board,label
1993-12-04,32,Mr. Vain,Culture Beat,38.0,32,5,happy
1993-12-04,33,"Never Should've Let You Go (From ""Sister Act 2"")",Hi-Five,33.0,33,8,happy
1993-12-04,34,All About Soul,Billy Joel,37.0,34,5,energetic
1993-12-04,35,(I Know I Got) Skillz,Shaquille O'Neal,35.0,35,7,happy
1993-12-04,36,"Two Steps Behind (From ""Last Action Hero"")",Def Leppard,26.0,12,13,sad
1993-12-04,37,Cryin',Aerosmith,24.0,12,19,happy
1993-12-04,38,"I Can See Clearly Now (From ""Cool Runnings"")",Jimmy Cliff,42.0,38,5,sad
1993-12-04,39,Right Here (Human Nature)/Downtown,SWV,28.0,2,21,happy
1993-12-04,40,What's My Name?,Snoop Dogg,,40,1,happy
1993-12-04,41,Reason To Believe,Rod Stewart,39.0,19,17,sad
1993-12-04,42,Everybody Hurts,R.E.M.,36.0,29,13,sad
1993-12-04,43,I Get Around,2Pac,34.0,11,23,happy
1993-12-04,44,Dreams,Gabrielle,47.0,44,9,happy
1993-12-04,45,Real Muthaphuckkin G's,Eazy-E,46.0,45,4,happy
1993-12-04,46,Slow And Easy,Zapp & Roger,50.0,46,6,happy
1993-12-04,47,Come Inside,Intro,45.0,33,14,happy
1993-12-04,48,Hey Jealousy,Gin Blossoms,44.0,25,20,energetic
1993-12-04,49,Runaway Train,Soul Asylum,41.0,5,26,happy
1993-12-04,50,Jessie,Joshua Kadison,52.0,50,9,happy
1993-12-04,51,Getto Jam,Domino,68.0,51,2,happy
1993-12-04,52,Freakit,Das EFX,43.0,43,4,happy
1993-12-04,53,U.N.I.T.Y.,Queen Latifah,63.0,53,2,happy
1993-12-04,54,"Soul To Squeeze (From ""Coneheads"")",Red Hot Chili Peppers,48.0,22,15,happy
1993-12-04,55,Award Tour,A Tribe Called Quest,59.0,55,5,happy
1993-12-04,56,As Long As I Can Dream,Expose,57.0,56,8,happy
1993-12-04,57,Higher Ground,UB40,61.0,57,9,happy
1993-12-04,58,Hopelessly,Rick Astley,54.0,28,14,sad
1993-12-04,59,Better Than You,Lisa Keith,53.0,36,16,happy
1993-12-04,60,Send Me A Lover,Taylor Dayne,58.0,50,10,happy
1993-12-04,61,Human Wheels,John Mellencamp,55.0,48,12,happy
1993-12-04,62,Something In Your Eyes,Bell Biv DeVoe,62.0,38,16,happy
1993-12-04,63,Let Me Ride,Dr. Dre,56.0,34,11,happy
1993-12-04,64,Found Out About You,Gin Blossoms,76.0,64,3,happy
1993-12-04,65,True Love,Elton John & Kiki Dee,77.0,65,2,sad
1993-12-04,66,"Indo Smoke (From ""Poetic Justice"")",Mista Grimm,64.0,56,11,happy
1993-12-04,67,Into Your Arms,The Lemonheads,81.0,67,4,happy
1993-12-04,68,I'll Be Loving You,Collage,82.0,68,2,happy
1993-12-04,69,Method Man,Wu-Tang Clan,71.0,69,9,happy
1993-12-04,70,Fields Of Gray,Bruce Hornsby,69.0,69,9,happy
1993-12-04,71,Boom! Shake The Room,Jazzy Jeff & The Fresh Prince,66.0,13,18,happy
1993-12-04,72,93 'til Infinity,Souls Of Mischief,80.0,72,4,happy
1993-12-04,73,The Power Of Love,Celine Dion,90.0,73,2,sad
1993-12-04,74,Paying The Price Of Love,Bee Gees,75.0,74,7,happy
1993-12-04,75,Rain,Madonna,72.0,14,20,happy
1993-12-04,76,Runaway Love,En Vogue Featuring FMOB,65.0,51,8,happy
1993-12-04,77,Cry For You,Jodeci,86.0,77,2,happy
1993-12-04,78,Looking For Mr. Do Right,Jade,79.0,78,5,sad
1993-12-04,79,Give It Up,The Goodmen,91.0,79,2,happy
1993-12-04,80,Nothing 'Bout Me,Sting,73.0,57,10,happy
1993-12-04,81,Cantaloop (Flip Fantasia),US3,89.0,81,2,happy
1993-12-04,82,God Blessed Texas,Little Texas,87.0,82,4,happy
1993-12-04,83,Foreplay,RAab,95.0,74,8,happy
1993-12-04,84,I'm Real,Kris Kross,93.0,84,3,happy
1993-12-04,85,Yolanda,Reality,78.0,72,6,happy
1993-12-04,86,Love For Love,Robin S.,88.0,53,16,happy
1993-12-04,87,Check Yo Self,Ice Cube Featuring Das EFX,85.0,20,19,happy
1993-12-04,88,What's It To You,Clay Walker,83.0,73,9,happy
1993-12-04,89,"Easy Come, Easy Go",George Strait,84.0,71,9,sad
1993-12-04,90,Same Ol' Shit,MC Ren,,90,1,happy
1993-12-04,91,Push The Feeling On,Nightcrawlers,92.0,80,10,happy
1993-12-04,92,The Song Remembers When,Trisha Yearwood,97.0,92,2,sad
1993-12-04,93,Cannonball,The Breeders,,93,1,energetic
1993-12-04,94,Amazing,Aerosmith,,94,1,happy
1993-12-04,95,I'm Looking For The One (To Be With Me),Jazzy Jeff & The Fresh Prince,,95,1,happy
1993-12-04,96,Commitment Of The Heart,Clive Griffin,96.0,96,3,happy
1993-12-04,97,Oh Carolina,Shaggy,94.0,59,17,happy
1993-12-04,98,Stay Real,Erick Sermon,98.0,92,10,happy
1993-12-04,99,Alright,Kris Kross Featuring Supercat,99.0,19,19,happy
1993-12-04,100,Jimmy Olsen's Blues,Spin Doctors,100.0,78,9,happy
1993-11-06,1,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,2.0,1,8,happy
1993-11-06,2,All That She Wants,Ace Of Base,3.0,2,8,happy
1993-11-06,3,Just Kickin' It,Xscape,4.0,2,8,happy
1993-11-06,4,Again,Janet Jackson,9.0,4,3,sad
1993-11-06,5,Dreamlover,Mariah Carey,1.0,1,14,happy
1993-11-06,6,Hey Mr. D.J.,Zhane,6.0,6,11,happy
1993-11-06,7,Gangsta Lean,DRS,30.0,7,4,sad
1993-11-06,8,The River Of Dreams,Billy Joel,5.0,3,15,happy
1993-11-06,9,Whoomp! (There It Is),Tag Team,7.0,2,24,happy
1993-11-06,10,Anniversary,Tony Toni Tone,10.0,10,7,happy
1993-11-06,11,What Is Love,Haddaway,11.0,11,11,happy
1993-11-06,12,Shoop,Salt-N-Pepa,18.0,12,5,happy
1993-11-06,13,Right Here (Human Nature)/Downtown,SWV,8.0,2,17,happy
1993-11-06,14,Another Sad Love Song,Toni Braxton,13.0,7,19,happy
1993-11-06,15,Breathe Again,Toni Braxton,19.0,15,4,happy
1993-11-06,16,"Two Steps Behind (From ""Last Action Hero"")",Def Leppard,14.0,12,9,sad
1993-11-06,17,If,Janet Jackson,12.0,4,16,happy
1993-11-06,18,Can We Talk,Tevin Campbell,24.0,18,4,happy
1993-11-06,19,Cryin',Aerosmith,15.0,12,15,happy
1993-11-06,20,Sweat (A La La La La Long),Inner Circle,16.0,16,14,happy
1993-11-06,21,Hero,Mariah Carey,45.0,21,3,sad
1993-11-06,22,I Get Around,2Pac,17.0,11,19,happy
1993-11-06,23,No Rain,Blind Melon,20.0,20,12,sad
1993-11-06,24,Reason To Believe,Rod Stewart,21.0,19,13,sad
1993-11-06,25,Baby I'm Yours,Shai,22.0,10,23,happy
1993-11-06,26,Hey Jealousy,Gin Blossoms,29.0,25,16,energetic
1993-11-06,27,Boom! Shake The Room,Jazzy Jeff & The Fresh Prince,25.0,13,14,happy
1993-11-06,28,Come Baby Come,K7,34.0,28,10,happy
1993-11-06,29,Everybody Hurts,R.E.M.,31.0,29,9,sad
1993-11-06,30,"Soul To Squeeze (From ""Coneheads"")",Red Hot Chili Peppers,23.0,22,11,happy
1993-11-06,31,Please Forgive Me,Bryan Adams,46.0,31,3,sad
1993-11-06,32,"Can't Help Falling In Love (From ""Sliver"")",UB40,28.0,1,26,happy
1993-11-06,33,Lately,Jodeci,27.0,4,22,sad
1993-11-06,34,Come Inside,Intro,33.0,33,10,happy
1993-11-06,35,Runaway Train,Soul Asylum,26.0,5,22,happy
1993-11-06,36,Better Than You,Lisa Keith,37.0,36,12,happy
1993-11-06,37,Hopelessly,Rick Astley,35.0,28,10,sad
1993-11-06,38,Let Me Ride,Dr. Dre,38.0,34,7,happy
1993-11-06,39,Wild World,Mr. Big,44.0,39,5,happy
1993-11-06,40,Will You Be There,Michael Jackson,32.0,7,17,sad
1993-11-06,41,Sex Me (Parts I & II),R. Kelly,66.0,41,2,happy
1993-11-06,42,(I Know I Got) Skillz,Shaquille O'Neal,54.0,42,3,happy
1993-11-06,43,Rain,Madonna,40.0,14,16,happy
1993-11-06,44,Something In Your Eyes,Bell Biv DeVoe,43.0,38,12,happy
1993-11-06,45,"I Don't Wanna Fight (From ""What's Love Got To Do With It"")",Tina Turner,41.0,9,24,happy
1993-11-06,46,Insane In The Brain,Cypress Hill,36.0,19,18,energetic
1993-11-06,47,One Last Cry,Brian McKnight,39.0,13,22,sad
1993-11-06,48,Very Special,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",42.0,31,18,happy
1993-11-06,49,"Never Should've Let You Go (From ""Sister Act 2"")",Hi-Five,63.0,49,4,happy
1993-11-06,50,Human Wheels,John Mellencamp,52.0,50,8,happy
1993-11-06,51,Both Sides Of The Story,Phil Collins,80.0,51,2,happy
1993-11-06,52,Ruffneck,MC Lyte,50.0,35,17,happy
1993-11-06,53,Send Me A Lover,Taylor Dayne,57.0,53,6,happy
1993-11-06,54,Ooh Child,Dino,48.0,27,18,happy
1993-11-06,55,Said I Loved You...But I Lied,Michael Bolton,,55,1,sad
1993-11-06,56,Runaway Love,En Vogue Featuring FMOB,60.0,51,4,happy
1993-11-06,57,Nothing 'Bout Me,Sting,59.0,57,6,happy
1993-11-06,58,"When I Fall In Love (From ""Sleepless In Seattle"")",Celine Dion And Clive Griffin,51.0,23,17,sad
1993-11-06,59,"Indo Smoke (From ""Poetic Justice"")",Mista Grimm,56.0,56,7,happy
1993-11-06,60,Break It Down Again,Tears For Fears,47.0,25,17,happy
1993-11-06,61,Keep Ya Head Up,2Pac,83.0,61,2,happy
1993-11-06,62,Check Yo Self,Ice Cube Featuring Das EFX,53.0,20,15,happy
1993-11-06,63,Dreams,Gabrielle,65.0,63,5,happy
1993-11-06,64,Love For Love,Robin S.,62.0,53,12,happy
1993-11-06,65,Linger,The Cranberries,77.0,65,3,sad
1993-11-06,66,Never Keeping Secrets,Babyface,95.0,66,3,happy
1993-11-06,67,All About Soul,Billy Joel,,67,1,energetic
1993-11-06,68,Slow And Easy,Zapp & Roger,87.0,68,2,happy
1993-11-06,69,As Long As I Can Dream,Expose,75.0,69,4,happy
1993-11-06,70,Time And Chance,Color Me Badd,84.0,70,2,happy
1993-11-06,71,Fields Of Gray,Bruce Hornsby,71.0,71,5,happy
1993-11-06,72,Jessie,Joshua Kadison,72.0,72,5,happy
1993-11-06,73,Pink Cashmere,Prince,55.0,50,8,sad
1993-11-06,74,Alright,Kris Kross Featuring Supercat,61.0,19,15,happy
1993-11-06,75,Oh Carolina,Shaggy,64.0,59,13,happy
1993-11-06,76,Too Much Information,Duran Duran,58.0,45,10,happy
1993-11-06,77,I'm Free,Jon Secada,68.0,27,20,happy
1993-11-06,78,Method Man,Wu-Tang Clan,89.0,78,5,happy
1993-11-06,79,Award Tour,A Tribe Called Quest,,79,1,happy
1993-11-06,80,What's It To You,Clay Walker,73.0,73,5,happy
1993-11-06,81,Mr. Vain,Culture Beat,,81,1,happy
1993-11-06,82,Paying The Price Of Love,Bee Gees,82.0,82,3,happy
1993-11-06,83,Foreplay,RAab,74.0,74,4,happy
1993-11-06,84,Jimmy Olsen's Blues,Spin Doctors,78.0,78,5,happy
1993-11-06,85,I'm In Luv,Joe,67.0,64,11,happy
1993-11-06,86,"Easy Come, Easy Go",George Strait,81.0,71,5,sad
1993-11-06,87,Higher Ground,UB40,76.0,76,5,happy
1993-11-06,88,Mega Medley,Zapp & Roger,69.0,54,14,happy
1993-11-06,89,Chattahoochee,Alan Jackson,70.0,46,18,happy
1993-11-06,90,Yolanda,Reality,92.0,90,2,happy
1993-11-06,91,Chief Rocka,Lords Of The Underground,79.0,55,18,happy
1993-11-06,92,Because The Night,"10,000 Maniacs",,92,1,happy
1993-11-06,93,I'm A Player,Too $hort,85.0,85,3,happy
1993-11-06,94,Creep,Radiohead,86.0,34,20,happy
1993-11-06,95,"I Can See Clearly Now (From ""Cool Runnings"")",Jimmy Cliff,,95,1,sad
1993-11-06,96,Push The Feeling On,Nightcrawlers,91.0,80,6,happy
1993-11-06,97,Looking For Mr. Do Right,Jade,,97,1,sad
1993-11-06,98,Stay Real,Erick Sermon,98.0,92,6,happy
1993-11-06,99,Run To You,Whitney Houston,90.0,31,20,sad
1993-11-06,100,The Grand Tour,Aaron Neville,94.0,90,5,sad
1993-10-02,1,Dreamlover,Mariah Carey,1.0,1,9,happy
1993-10-02,2,Right Here (Human Nature)/Downtown,SWV,3.0,2,12,happy
1993-10-02,3,Whoomp! (There It Is),Tag Team,2.0,2,19,happy
1993-10-02,4,The River Of Dreams,Billy Joel,6.0,4,10,happy
1993-10-02,5,If,Janet Jackson,5.0,4,11,happy
1993-10-02,6,"Can't Help Falling In Love (From ""Sliver"")",UB40,4.0,1,21,happy
1993-10-02,7,Will You Be There,Michael Jackson,7.0,7,12,sad
1993-10-02,8,Another Sad Love Song,Toni Braxton,11.0,8,14,happy
1993-10-02,9,Runaway Train,Soul Asylum,8.0,5,17,happy
1993-10-02,10,Baby I'm Yours,Shai,10.0,10,18,happy
1993-10-02,11,I Get Around,2Pac,12.0,11,14,happy
1993-10-02,12,Lately,Jodeci,9.0,4,17,sad
1993-10-02,13,Cryin',Aerosmith,14.0,13,10,happy
1993-10-02,14,Boom! Shake The Room,Jazzy Jeff & The Fresh Prince,13.0,13,9,happy
1993-10-02,15,"Two Steps Behind (From ""Last Action Hero"")",Def Leppard,30.0,15,4,sad
1993-10-02,16,One Last Cry,Brian McKnight,15.0,13,17,sad
1993-10-02,17,Sweat (A La La La La Long),Inner Circle,22.0,17,9,happy
1993-10-02,18,Hey Mr. D.J.,Zhane,28.0,18,6,happy
1993-10-02,19,Reason To Believe,Rod Stewart,21.0,19,8,sad
1993-10-02,20,Rain,Madonna,16.0,14,11,happy
1993-10-02,21,If I Had No Loot,Tony Toni Tone,18.0,7,17,happy
1993-10-02,22,Insane In The Brain,Cypress Hill,19.0,19,13,energetic
1993-10-02,23,"Soul To Squeeze (From ""Coneheads"")",Red Hot Chili Peppers,26.0,23,6,happy
1993-10-02,24,I'm Gonna Be (500 Miles),The Proclaimers,17.0,3,17,happy
1993-10-02,25,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,48.0,25,3,happy
1993-10-02,26,Break It Down Again,Tears For Fears,25.0,25,12,happy
1993-10-02,27,"I Don't Wanna Fight (From ""What's Love Got To Do With It"")",Tina Turner,20.0,9,19,happy
1993-10-02,28,Hey Jealousy,Gin Blossoms,33.0,28,11,energetic
1993-10-02,29,What Is Love,Haddaway,41.0,29,6,happy
1993-10-02,30,"When I Fall In Love (From ""Sleepless In Seattle"")",Celine Dion And Clive Griffin,23.0,23,12,sad
1993-10-02,31,Alright,Kris Kross Featuring Supercat,24.0,19,10,happy
1993-10-02,32,Hopelessly,Rick Astley,43.0,32,5,sad
1993-10-02,33,Ooh Child,Dino,31.0,27,13,happy
1993-10-02,34,Check Yo Self,Ice Cube Featuring Das EFX,32.0,20,10,happy
1993-10-02,35,Very Special,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",37.0,35,13,happy
1993-10-02,36,Just Kickin' It,Xscape,65.0,36,3,happy
1993-10-02,37,Weak,SWV,27.0,1,24,happy
1993-10-02,38,Dazzey Duks,Duice,34.0,12,39,happy
1993-10-02,39,"Whoot, There It Is",95 South,29.0,11,23,happy
1993-10-02,40,I'll Never Get Over You (Getting Over Me),Expose,38.0,8,28,sad
1993-10-02,41,Ruffneck,MC Lyte,40.0,39,12,happy
1993-10-02,42,All That She Wants,Ace Of Base,68.0,42,3,happy
1993-10-02,43,Show Me Love,Robin S.,36.0,5,27,happy
1993-10-02,44,Anniversary,Tony Toni Tone,84.0,44,2,happy
1993-10-02,45,What's Up,4 Non Blondes,35.0,14,24,happy
1993-10-02,46,No Rain,Blind Melon,51.0,46,7,sad
1993-10-02,47,That's The Way Love Goes,Janet Jackson,42.0,1,23,happy
1993-10-02,48,Something In Your Eyes,Bell Biv DeVoe,50.0,48,7,happy
1993-10-02,49,Come Undone,Duran Duran,49.0,7,25,happy
1993-10-02,50,Pink Cashmere,Prince,60.0,50,3,sad
1993-10-02,51,Let Me Ride,Dr. Dre,87.0,51,2,happy
1993-10-02,52,Better Than You,Lisa Keith,55.0,52,7,happy
1993-10-02,53,Sunday Morning,"Earth, Wind & Fire",53.0,53,6,happy
1993-10-02,54,Too Much Information,Duran Duran,59.0,54,5,happy
1993-10-02,55,Come Inside,Intro,61.0,55,5,happy
1993-10-02,56,Love For Love,Robin S.,56.0,53,7,happy
1993-10-02,57,Everybody Hurts,R.E.M.,62.0,57,4,sad
1993-10-02,58,Creep,Radiohead,44.0,34,15,happy
1993-10-02,59,Fields Of Gold,Sting,45.0,23,18,sad
1993-10-02,60,Slam,Onyx,39.0,4,19,happy
1993-10-02,61,Mega Medley,Zapp & Roger,64.0,54,9,happy
1993-10-02,62,Something's Goin' On,U.N.V.,52.0,29,18,happy
1993-10-02,63,One Woman,Jade,54.0,22,18,happy
1993-10-02,64,Come Baby Come,K7,69.0,64,5,happy
1993-10-02,65,Chief Rocka,Lords Of The Underground,58.0,55,13,happy
1993-10-02,66,I'm Free,Jon Secada,57.0,27,15,happy
1993-10-02,67,Run To You,Whitney Houston,63.0,31,15,sad
1993-10-02,68,Oh Carolina,Shaggy,78.0,68,8,happy
1993-10-02,69,I'm In Luv,Joe,75.0,69,6,happy
1993-10-02,70,Believe,Lenny Kravitz,70.0,60,14,sad
1993-10-02,71,Girl U For Me/Lose Control,Silk,71.0,26,16,happy
1993-10-02,72,Chattahoochee,Alan Jackson,66.0,46,13,happy
1993-10-02,73,Don't Take Away My Heaven,Aaron Neville,74.0,56,20,happy
1993-10-02,74,What's Up Doc? (Can We Rock),Fu-Schnickens W/ Shaquille O'Neal,67.0,39,14,happy
1993-10-02,75,Delicate,Terence Trent D'Arby,77.0,75,6,happy
1993-10-02,76,Human Wheels,John Mellencamp,88.0,76,3,happy
1993-10-02,77,Breakadawn,De La Soul,79.0,77,3,happy
1993-10-02,78,Happy,Legacy Of Sound Featuring Meja,72.0,68,11,happy
1993-10-02,79,"Get It Up (From ""Poetic Justice"")",TLC,76.0,42,14,happy
1993-10-02,80,Nothing 'Bout Me,Sting,,80,1,happy
1993-10-02,81,Can't Get Enough Of Your Love,Taylor Dayne,80.0,20,18,happy
1993-10-02,82,I'm In A Philly Mood,Daryl Hall,,82,1,happy
1993-10-02,83,"Indo Smoke (From ""Poetic Justice"")",Mista Grimm,96.0,83,2,happy
1993-10-02,84,By The Time This Night Is Over,Kenny G With Peabo Bryson,92.0,25,20,happy
1993-10-02,85,Send Me A Lover,Taylor Dayne,,85,1,happy
1993-10-02,86,Push The Feeling On,Nightcrawlers,,86,1,happy
1993-10-02,87,Lick U Up,H-Town,81.0,67,10,sad
1993-10-02,88,Even A Fool Can See,Peter Cetera,95.0,68,12,happy
1993-10-02,89,For The Cool In You,Babyface,89.0,81,8,happy
1993-10-02,90,What Might Have Been,Little Texas,82.0,79,9,sad
1993-10-02,91,The Bonnie And Clyde Theme,Yo-Yo,90.0,72,10,happy
1993-10-02,92,"Streiht Up Menace (From ""Menace II Society"")",MC Eiht,85.0,72,8,happy
1993-10-02,93,Stay Real,Erick Sermon,,93,1,happy
1993-10-02,94,World (The Price Of Love),New Order,98.0,92,4,happy
1993-10-02,95,In The Heart Of A Woman,Billy Ray Cyrus,91.0,76,10,happy
1993-10-02,96,Loving Arms,Darden Smith,,96,1,happy
1993-10-02,97,Step It Up,Stereo MC's,86.0,58,13,happy
1993-10-02,98,Stay Forever,Joey Lawrence,94.0,52,12,happy
1993-10-02,99,Heaven Knows,Luther Vandross,97.0,94,3,happy
1993-10-02,100,The Ways Of The Wind,P.M. Dawn,83.0,54,11,happy
1993-09-04,1,"Can't Help Falling In Love (From ""Sliver"")",UB40,1.0,1,17,happy
1993-09-04,2,Dreamlover,Mariah Carey,3.0,2,5,happy
1993-09-04,3,Whoomp! (There It Is),Tag Team,2.0,2,15,happy
1993-09-04,4,Lately,Jodeci,4.0,4,13,sad
1993-09-04,5,Runaway Train,Soul Asylum,5.0,5,13,happy
1993-09-04,6,If,Janet Jackson,7.0,6,7,happy
1993-09-04,7,Right Here (Human Nature)/Downtown,SWV,11.0,7,8,happy
1993-09-04,8,Will You Be There,Michael Jackson,12.0,8,8,sad
1993-09-04,9,I'm Gonna Be (500 Miles),The Proclaimers,6.0,3,13,happy
1993-09-04,10,If I Had No Loot,Tony Toni Tone,9.0,7,13,happy
1993-09-04,11,The River Of Dreams,Billy Joel,14.0,11,6,happy
1993-09-04,12,Slam,Onyx,8.0,4,15,happy
1993-09-04,13,Weak,SWV,10.0,1,20,happy
1993-09-04,14,Baby I'm Yours,Shai,17.0,14,14,happy
1993-09-04,15,One Last Cry,Brian McKnight,16.0,15,13,sad
1993-09-04,16,"I Don't Wanna Fight (From ""What's Love Got To Do With It"")",Tina Turner,13.0,9,15,happy
1993-09-04,17,Rain,Madonna,18.0,17,7,happy
1993-09-04,18,"Whoot, There It Is",95 South,15.0,11,19,happy
1993-09-04,19,Alright,Kris Kross Featuring Supercat,19.0,19,6,happy
1993-09-04,20,Insane In The Brain,Cypress Hill,25.0,20,9,energetic
1993-09-04,21,What's Up,4 Non Blondes,21.0,14,20,happy
1993-09-04,22,I Get Around,2Pac,29.0,22,10,happy
1993-09-04,23,Cryin',Aerosmith,31.0,23,6,happy
1993-09-04,24,Dazzey Duks,Duice,20.0,12,35,happy
1993-09-04,25,Another Sad Love Song,Toni Braxton,27.0,25,10,happy
1993-09-04,26,Show Me Love,Robin S.,22.0,5,23,happy
1993-09-04,27,Check Yo Self,Ice Cube Featuring Das EFX,23.0,20,6,happy
1993-09-04,28,I'll Never Get Over You (Getting Over Me),Expose,24.0,8,24,sad
1993-09-04,29,Boom! Shake The Room,Jazzy Jeff & The Fresh Prince,33.0,29,5,happy
1993-09-04,30,Ooh Child,Dino,32.0,30,9,happy
1993-09-04,31,That's The Way Love Goes,Janet Jackson,26.0,1,19,happy
1993-09-04,32,Knockin' Da Boots,H-Town,28.0,3,22,happy
1993-09-04,33,Break It Down Again,Tears For Fears,37.0,33,8,happy
1993-09-04,34,Creep,Radiohead,39.0,34,11,happy
1993-09-04,35,Have I Told You Lately,Rod Stewart,30.0,5,20,sad
1993-09-04,36,"When I Fall In Love (From ""Sleepless In Seattle"")",Celine Dion And Clive Griffin,40.0,36,8,sad
1993-09-04,37,I'm Free,Jon Secada,36.0,27,11,happy
1993-09-04,38,Very Special,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",44.0,38,9,happy
1993-09-04,39,Fields Of Gold,Sting,34.0,23,14,sad
1993-09-04,40,Dre Day,Dr. Dre,35.0,8,17,happy
1993-09-04,41,Come Undone,Duran Duran,42.0,7,21,happy
1993-09-04,42,Something's Goin' On,U.N.V.,41.0,29,14,happy
1993-09-04,43,Ruffneck,MC Lyte,46.0,43,8,happy
1993-09-04,44,Sweat (A La La La La Long),Inner Circle,49.0,44,5,happy
1993-09-04,45,One Woman,Jade,38.0,22,14,happy
1993-09-04,46,Hey Jealousy,Gin Blossoms,53.0,46,7,energetic
1993-09-04,47,Reason To Believe,Rod Stewart,50.0,47,4,sad
1993-09-04,48,What's Up Doc? (Can We Rock),Fu-Schnickens W/ Shaquille O'Neal,45.0,39,10,happy
1993-09-04,49,Run To You,Whitney Houston,43.0,31,11,sad
1993-09-04,50,Chattahoochee,Alan Jackson,48.0,46,9,happy
1993-09-04,51,Girl U For Me/Lose Control,Silk,47.0,26,12,happy
1993-09-04,52,Stay Forever,Joey Lawrence,57.0,52,8,happy
1993-09-04,53,Can't Get Enough Of Your Love,Taylor Dayne,51.0,20,14,happy
1993-09-04,54,The Ways Of The Wind,P.M. Dawn,55.0,54,7,happy
1993-09-04,55,Chief Rocka,Lords Of The Underground,60.0,55,9,happy
1993-09-04,56,"Get It Up (From ""Poetic Justice"")",TLC,52.0,42,10,happy
1993-09-04,57,Mega Medley,Zapp & Roger,62.0,57,5,happy
1993-09-04,58,Step It Up,Stereo MC's,58.0,58,9,happy
1993-09-04,59,Cry No More,II D Extreme,56.0,48,17,happy
1993-09-04,60,More And More,Captain Hollywood Project,54.0,17,19,happy
1993-09-04,61,"Soul To Squeeze (From ""Coneheads"")",Red Hot Chili Peppers,95.0,61,2,happy
1993-09-04,62,Love For Love,Robin S.,63.0,62,3,happy
1993-09-04,63,Believe,Lenny Kravitz,61.0,61,10,sad
1993-09-04,64,Something In Your Eyes,Bell Biv DeVoe,65.0,64,3,happy
1993-09-04,65,"It's For You (From ""The Meteor Man"")",Shanice,59.0,57,8,happy
1993-09-04,66,Hey Mr. D.J.,Zhane,79.0,66,2,happy
1993-09-04,67,Don't Take Away My Heaven,Aaron Neville,64.0,56,16,happy
1993-09-04,68,Sunday Morning,"Earth, Wind & Fire",85.0,68,2,happy
1993-09-04,69,What Is Love,Haddaway,87.0,69,2,happy
1993-09-04,70,Happy,Legacy Of Sound Featuring Meja,68.0,68,7,happy
1993-09-04,71,That's What Little Girls Are Made Of,Raven-Symone,73.0,68,5,happy
1993-09-04,72,"Streiht Up Menace (From ""Menace II Society"")",MC Eiht,74.0,72,4,happy
1993-09-04,73,Oh Carolina,Shaggy,89.0,73,4,happy
