date,rank,song,artist,last-week,peak-rank,weeks-on-board,label
1/1/2000,14,Then The Morning Comes,Smash Mouth,14,14,10,happy
1/1/2000,16,Waiting For Tonight,Jennifer Lopez,12,8,12,happy
1/1/2000,17,That's The Way It Is,Celine Dion,30,17,8,happy
1/1/2000,18,The Christmas Song (Chestnuts Roasting On An Open Fire),Christina Aguilera,47,18,3,sad
1/1/2000,19,Dancin',Guy,29,19,3,happy
1/1/2000,20,Steal My Sunshine,Len,15,9,21,happy
1/1/2000,21,Get It On Tonite,Montell Jordan,24,21,11,happy
1/1/2000,22,Learn To Fly,Foo Fighters,22,22,12,energetic
1/1/2000,23,Big Deal,LeAnn Rimes,26,23,12,happy
1/1/2000,24,Meet Virginia,Train,21,21,13,happy
1/1/2000,25,Unpretty,TLC,20,1,28,happy
1/1/2000,15,He Can't Love U,Jagged Edge,17,15,4,happy
1/1/2000,54,Auld Lang Syne,Kenny G,89,54,2,sad
1/1/2000,31,Where My Girls At?,702,19,4,36,happy
1/1/2000,56,Say My Name,Destiny's Child,83,56,2,happy
1/1/2000,82,Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,84,82,5,happy
1/1/2000,83,Guerrilla Radio,Rage Against The Machine,87,69,10,energetic
1/1/2000,84,"Live, Laugh, Love",Clay Walker,94,84,5,happy
1/1/2000,85,Notorious B.I.G.,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,88,82,4,happy
1/1/2000,86,She Thinks My Tractor's Sexy,Kenny Chesney,74,74,7,happy
1/1/2000,87,Larger Than Life,Backstreet Boys,70,25,16,happy
1/1/2000,88,There She Goes,Sixpence None The Richer,76,32,17,energetic
1/1/2000,89,The Greatest Romance Ever Sold,Prince,92,63,11,happy
1/1/2000,90,The Rockafeller Skank,Fatboy Slim,82,77,24,happy
1/1/2000,91,Give You What You Want (Fa Sure),Chico DeBarge,90,71,11,happy
1/1/2000,92,Music Of My Heart,'N Sync & Gloria Estefan,85,2,18,happy
1/1/2000,93,A Country Boy Can Survive (Y2K Version),Chad Brock With Hank Williams Jr. & George Jones,,93,1,happy
1/1/2000,94,I Wanna Know,Joe,,94,1,happy
1/1/2000,95,Re-arranged,Limp Bizkit,95,90,5,energetic
1/1/2000,96,L.A. Song,Beth Hart,99,96,6,happy
1/1/2000,97,Gotta Man,Eve,66,26,16,happy
1/1/2000,98,The Quittin' Kind,Joe Diffie,,98,1,happy
1/1/2000,99,Steam,Ty Herndon,91,83,12,happy
1/1/2000,100,NAStradamus,Nas,100,92,6,happy
1/1/2000,55,Angels,Robbie Williams,56,55,7,happy
1/1/2000,4,My Love Is Your Love,Whitney Houston,5,4,18,happy
1/1/2000,81,The Chemicals Between Us,Bush,73,67,14,happy
1/1/2000,80,Home To You,John Michael Montgomery,68,45,14,sad
1/1/2000,6,I Need To Know,Marc Anthony,6,3,17,happy
1/1/2000,63,Will 2K,Will Smith Featuring K-Ci,58,25,10,sad
1/1/2000,58,Caught Out There,Kelis,63,58,5,happy
1/1/2000,59,15 Minutes,Marc Nelson,43,27,14,happy
1/1/2000,60,Heartbreaker,Mariah Carey Featuring Jay-Z,51,1,18,happy
1/1/2000,61,Higher,Creed,61,52,17,energetic
1/1/2000,62,Bling Bling,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",62,36,16,happy
1/1/2000,79,No More Rain (In This Cloud),Angie Stone,86,79,2,happy
1/1/2000,64,Deep Inside,Mary J. Blige,64,64,8,happy
1/1/2000,65,All Things Considered,Yankee Grey,57,55,16,happy
1/1/2000,57,Pop A Top,Alan Jackson,55,55,8,happy
1/1/2000,67,Sexual (Li Da Di),Amber,69,67,21,happy
1/1/2000,66,I Love You,Martina McBride,60,24,19,happy
1/1/2000,69,Deck The Halls,SHeDAISY,97,69,2,happy
1/1/2000,70,Left & Right,D'Angelo Featuring Method Man And Redman,75,70,4,happy
1/1/2000,71,Smile,Lonestar,80,71,3,sad
1/1/2000,72,The Great Beyond,R.E.M.,79,72,2,happy
1/1/2000,73,Bug A Boo,Destiny's Child,72,33,15,happy
1/1/2000,74,Show Me The Meaning Of Being Lonely,Backstreet Boys,,74,1,happy
1/1/2000,75,We Can't Be Friends,Deborah Cox With R.L.,77,8,17,sad
1/1/2000,76,(You Drive Me) Crazy,Britney Spears,53,10,16,happy
1/1/2000,77,One Night Stand,J-Shin Featuring LaTocha Scott,96,77,2,happy
1/1/2000,78,N 2 Gether Now,Limp Bizkit Featuring Method Man,78,78,5,happy
1/1/2000,68,None Of Ur Friends Business,Ginuwine,71,68,4,happy
2/5/2000,36,Waiting For Tonight,Jennifer Lopez,24,8,17,happy
2/5/2000,35,Untitled (How Does It Feel),D'Angelo,56,35,3,sad
2/5/2000,34,What Do You Say,Reba,31,31,15,sad
2/5/2000,33,I Wanna Know,Joe,41,33,6,happy
2/5/2000,50,Someday,Sugar Ray,40,7,32,happy
2/5/2000,31,Big Deal,LeAnn Rimes,25,23,17,happy
2/5/2000,30,It Feels So Good,Sonique,52,30,3,happy
2/5/2000,29,My Best Friend,Tim McGraw,29,29,11,sad
2/5/2000,28,Shake Your Bon-Bon,Ricky Martin,91,28,12,happy
2/5/2000,32,Hanginaround,Counting Crows,28,28,14,happy
2/5/2000,37,Black Balloon,Goo Goo Dolls,33,16,31,happy
2/5/2000,47,Forgot About Dre,Dr. Dre Featuring Eminem,55,47,3,happy
2/5/2000,39,Girl On TV,LFO,34,10,12,happy
2/5/2000,40,Falls Apart,Sugar Ray,54,40,4,happy
2/5/2000,41,Where My Girls At?,702,30,4,41,happy
2/5/2000,42,Smile,Lonestar,44,42,8,sad
2/5/2000,43,Back At One,Mark Wills,51,43,4,sad
2/5/2000,44,Sexual (Li Da Di),Amber,49,44,26,happy
2/5/2000,45,24/7,Kevon Edmonds,35,10,14,happy
2/5/2000,46,Love Is Blind,Eve Featuring Faith Evans,46,46,5,happy
2/5/2000,27,Cowboy Take Me Away,Dixie Chicks,27,27,11,sad
2/5/2000,48,None Of Ur Friends Business,Ginuwine,48,48,9,happy
2/5/2000,49,One Night Stand,J-Shin Featuring LaTocha Scott,62,49,7,happy
2/5/2000,38,Rhythm Divine,Enrique Iglesias,38,32,10,happy
2/5/2000,26,Learn To Fly,Foo Fighters,20,19,17,energetic
2/5/2000,14,Show Me The Meaning Of Being Lonely,Backstreet Boys,16,14,6,happy
2/5/2000,24,Meet Virginia,Train,21,20,18,happy
2/5/2000,3,Smooth,Santana Featuring Rob Thomas,3,1,28,happy
2/5/2000,2,What A Girl Wants,Christina Aguilera,2,1,11,sad
2/5/2000,1,I Knew I Loved You,Savage Garden,1,1,16,happy
2/5/2000,4,Back At One,Brian McKnight,4,2,24,sad
2/5/2000,5,Get It On Tonite,Montell Jordan,15,5,16,happy
2/5/2000,6,Bring It All To Me,Blaque,5,5,16,happy
2/5/2000,7,Blue (Da Ba Dee),Eiffel 65,6,6,9,happy
2/5/2000,8,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",7,5,11,sad
2/5/2000,9,That's The Way It Is,Celine Dion,8,8,13,happy
2/5/2000,10,I Need To Know,Marc Anthony,9,3,22,happy
2/5/2000,25,Never Let You Go,Third Eye Blind,32,25,3,happy
2/5/2000,11,My Love Is Your Love,Whitney Houston,10,4,23,happy
2/5/2000,13,Then The Morning Comes,Smash Mouth,11,11,15,happy
2/5/2000,15,All The Small Things,Blink-182,26,15,10,happy
2/5/2000,16,Say My Name,Destiny's Child,13,13,7,happy
2/5/2000,17,Amazed,Lonestar,14,14,27,happy
2/5/2000,18,He Can't Love U,Jagged Edge,18,15,9,happy
2/5/2000,19,I Wanna Love You Forever,Jessica Simpson,12,3,17,sad
2/5/2000,20,Bye Bye Bye,'N Sync,42,20,2,happy
2/5/2000,21,Breathe,Faith Hill,23,21,14,sad
2/5/2000,22,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,22,22,9,sad
2/5/2000,23,U Know What's Up,Donell Jones,17,7,20,happy
2/5/2000,12,Take A Picture,Filter,19,12,11,sad
2/5/2000,51,Got To Get It,Sisqo Featuring Make It Hot,43,40,12,happy
2/5/2000,78,Because You Love Me,Jo Dee Messina,83,78,2,sad
2/5/2000,53,Everything You Want,Vertical Horizon,61,53,3,happy
2/5/2000,80,Satisfy You,Puff Daddy Featuring R. Kelly,66,2,20,happy
2/5/2000,81,Breathe And Stop,Q-Tip,71,71,3,happy
2/5/2000,82,This Woman Needs,SHeDAISY,,82,1,happy
2/5/2000,83,Angels,Robbie Williams,72,53,12,happy
2/5/2000,84,The Best Man I Can Be,"Ginuwine, R.L., Tyrese, Case",94,83,5,happy
2/5/2000,85,U Understand,Juvenile,,85,1,happy
2/5/2000,86,Home To You,John Michael Montgomery,89,45,19,sad
2/5/2000,87,Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,86,72,10,happy
2/5/2000,89,The Chemicals Between Us,Bush,82,67,19,happy
2/5/2000,90,Guerrilla Radio,Rage Against The Machine,95,69,15,energetic
2/5/2000,91,L.A. Song,Beth Hart,97,90,11,happy
2/5/2000,92,"Live, Laugh, Love",Clay Walker,79,74,10,happy
2/5/2000,93,Candy,Mandy Moore,,41,15,happy
2/5/2000,94,The Quittin' Kind,Joe Diffie,93,90,6,happy
2/5/2000,95,"4, 5, 6",Sole Featuring JT Money & Kandi,87,21,15,calm
2/5/2000,96,Bug A Boo,Destiny's Child,96,33,20,happy
2/5/2000,97,N 2 Gether Now,Limp Bizkit Featuring Method Man,90,73,10,happy
2/5/2000,98,Don't Say You Love Me,M2M,98,21,12,happy
2/5/2000,99,Still D.R.E.,Dr. Dre Featuring Snoop Dogg,,93,5,happy
2/5/2000,100,She Thinks My Tractor's Sexy,Kenny Chesney,100,74,12,happy
2/5/2000,52,He Didn't Have To Be,Brad Paisley,50,30,16,sad
2/5/2000,79,Love's The Only House,Martina McBride,,79,1,happy
2/5/2000,77,Put Your Hand In Mine,Tracy Byrd,81,77,2,sad
2/5/2000,88,Re-arranged,Limp Bizkit,92,88,10,energetic
2/5/2000,61,The Great Beyond,R.E.M.,57,57,7,happy
2/5/2000,54,You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,45,35,10,happy
2/5/2000,76,Smoke Rings In The Dark,Gary Allan,78,76,3,happy
2/5/2000,55,Pop A Top,Alan Jackson,47,43,13,happy
2/5/2000,56,No More Rain (In This Cloud),Angie Stone,60,56,7,happy
2/5/2000,57,G'd Up,Snoop Dogg Presents Tha Eastsidaz,64,57,5,happy
2/5/2000,58,Dancin',Guy,58,19,8,happy
2/5/2000,59,From The Bottom Of My Broken Heart,Britney Spears,76,59,2,happy
2/5/2000,60,Got Your Money,Ol' Dirty Bastard Featuring Kelis,53,33,16,happy
2/5/2000,62,I Don't Wanna,Aaliyah,84,62,2,happy
2/5/2000,63,Thong Song,Sisqo,74,63,2,happy
2/5/2000,65,Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel & Amil,65,65,4,happy
2/5/2000,64,The Best Day,George Strait,73,64,2,sad
2/5/2000,67,Caught Out There,Kelis,68,54,10,happy
2/5/2000,68,I Like It,Sammie,85,68,2,happy
2/5/2000,69,What's My Name,DMX,69,69,4,happy
2/5/2000,70,When I Said I Do,Clint Black,63,31,17,sad
2/5/2000,71,Stay The Night,IMx,70,23,18,happy
2/5/2000,72,How Do You Like Me Now?!,Toby Keith,77,72,2,happy
2/5/2000,73,Lessons Learned,Tracy Lawrence,80,73,2,happy
2/5/2000,74,"Tricky, Tricky",Lou Bega,75,74,2,happy
2/5/2000,75,Deep Inside,Mary J. Blige,67,63,13,happy
2/5/2000,66,If You Love Me,Mint Condition,59,30,14,sad
3/4/2000,34,My Love Is Your Love,Whitney Houston,27,4,27,happy
3/4/2000,36,My Best Friend,Tim McGraw,31,29,15,sad
3/4/2000,35,I Don't Wanna,Aaliyah,38,35,6,happy
3/4/2000,33,I Like It,Sammie,40,33,6,happy
3/4/2000,50,Learn To Fly,Foo Fighters,42,19,21,energetic
3/4/2000,31,Everything You Want,Vertical Horizon,33,31,7,happy
3/4/2000,30,Forgot About Dre,Dr. Dre Featuring Eminem,30,30,7,happy
3/4/2000,37,Meet Virginia,Train,32,20,22,happy
3/4/2000,29,American Pie,Madonna,35,29,3,happy
3/4/2000,32,Falls Apart,Sugar Ray,29,29,8,happy
3/4/2000,38,One Night Stand,J-Shin Featuring LaTocha Scott,34,34,11,happy
3/4/2000,49,Another Dumb Blonde,Hoku,49,49,3,happy
3/4/2000,40,Cowboy Take Me Away,Dixie Chicks,37,27,15,sad
3/4/2000,41,Smile,Lonestar,43,39,12,sad
3/4/2000,42,Love Is Blind,Eve Featuring Faith Evans,39,34,9,happy
3/4/2000,43,How Do You Like Me Now?!,Toby Keith,45,43,6,happy
3/4/2000,44,The Best Day,George Strait,44,44,6,sad
3/4/2000,45,U Know What's Up,Donell Jones,41,7,24,happy
3/4/2000,46,Only God Knows Why,Kid Rock,47,46,3,happy
3/4/2000,47,I Try,Macy Gray,51,47,3,happy
3/4/2000,48,Lessons Learned,Tracy Lawrence,48,48,6,happy
3/4/2000,27,I Wanna Know,Joe,28,27,10,happy
3/4/2000,39,Back At One,Mark Wills,36,36,8,sad
3/4/2000,26,He Can't Love U,Jagged Edge,24,15,13,happy
3/4/2000,2,I Knew I Loved You,Savage Garden,1,1,20,happy
3/4/2000,24,Then The Morning Comes,Smash Mouth,23,11,19,happy
3/4/2000,51,Dear Lie,TLC,52,51,4,sad
3/4/2000,3,Breathe,Faith Hill,5,3,18,sad
3/4/2000,1,Amazed,Lonestar,3,1,31,happy
3/4/2000,4,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,2,1,13,sad
3/4/2000,5,Maria Maria,Santana Featuring The Product G&B,6,5,4,happy
3/4/2000,6,That's The Way It Is,Celine Dion,11,6,17,happy
3/4/2000,7,Bye Bye Bye,'N Sync,13,7,6,happy
3/4/2000,8,All The Small Things,Blink-182,8,6,14,happy
3/4/2000,9,Show Me The Meaning Of Being Lonely,Backstreet Boys,12,9,10,happy
3/4/2000,10,Get It On Tonite,Montell Jordan,7,4,20,happy
3/4/2000,11,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",10,5,15,sad
3/4/2000,12,What A Girl Wants,Christina Aguilera,4,1,15,sad
3/4/2000,13,Smooth,Santana Featuring Rob Thomas,9,1,32,happy
3/4/2000,14,From The Bottom Of My Broken Heart,Britney Spears,14,14,6,happy
3/4/2000,15,Bring It All To Me,Blaque,15,5,20,happy
3/4/2000,16,It Feels So Good,Sonique,17,16,7,happy
3/4/2000,17,Say My Name,Destiny's Child,18,13,11,happy
3/4/2000,18,Back At One,Brian McKnight,16,2,28,sad
3/4/2000,19,Take A Picture,Filter,20,12,15,sad
3/4/2000,20,I Need To Know,Marc Anthony,21,3,26,happy
3/4/2000,21,Blue (Da Ba Dee),Eiffel 65,19,6,13,happy
3/4/2000,22,Never Let You Go,Third Eye Blind,22,22,7,happy
3/4/2000,23,Thong Song,Sisqo,26,23,6,happy
3/4/2000,25,There You Go,P!nk,,25,1,happy
3/4/2000,52,Otherside,Red Hot Chili Peppers,65,52,4,energetic
3/4/2000,28,Untitled (How Does It Feel),D'Angelo,25,25,7,sad
3/4/2000,54,You Sang To Me,Marc Anthony,77,54,2,happy
3/4/2000,80,"Left, Right, Left",Drama,89,80,4,happy
3/4/2000,81,U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla,,81,1,happy
3/4/2000,82,Baby Don't Cry (Keep Ya Head Up II),2Pac + Outlawz,87,82,2,happy
3/4/2000,83,I Learned From The Best,Whitney Houston,83,83,3,happy
3/4/2000,84,If You Love Me,Mint Condition,85,30,18,sad
3/4/2000,85,None Of Ur Friends Business,Ginuwine,71,48,13,happy
3/4/2000,86,It Was,Chely Wright,,86,1,happy
3/4/2000,87,Daddy Won't Sell The Farm,Montgomery Gentry,,87,1,happy
3/4/2000,89,Candy,Mandy Moore,90,41,19,happy
3/4/2000,90,What's My Name,DMX,76,67,8,happy
3/4/2000,91,Re-arranged,Limp Bizkit,91,88,14,energetic
3/4/2000,92,Stay Or Let It Go,Brian McKnight,95,92,2,happy
3/4/2000,93,Angels,Robbie Williams,96,53,16,happy
3/4/2000,94,Girl On TV,LFO,80,10,16,happy
3/4/2000,95,Still In My Heart,Tracie Spencer,,95,1,happy
3/4/2000,96,Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel & Amil,92,65,8,happy
3/4/2000,97,U Understand,Juvenile,98,83,5,happy
3/4/2000,98,Guerrilla Radio,Rage Against The Machine,97,69,19,energetic
3/4/2000,99,Freakin' It,Will Smith,99,99,4,happy
3/4/2000,100,Get Up,Amel Larrieux,,100,1,happy
3/4/2000,53,Love's The Only House,Martina McBride,58,53,5,happy
3/4/2000,79,Best Friend,Puff Daddy Featuring Mario Winans & Hezekiah Walker & The Love Fe,62,59,4,happy
3/4/2000,78,Whoa!,Black Rob,,78,1,happy
3/4/2000,88,Put Your Hand In Mine,Tracy Byrd,86,76,6,sad
3/4/2000,55,Because You Love Me,Jo Dee Messina,66,55,6,sad
3/4/2000,77,The Best Man I Can Be,"Ginuwine, R.L., Tyrese, Case",82,77,9,happy
3/4/2000,56,Got Your Money,Ol' Dirty Bastard Featuring Kelis,57,33,20,happy
3/4/2000,57,This Woman Needs,SHeDAISY,67,57,5,happy
3/4/2000,58,Anything,JAY-Z,72,58,2,happy
3/4/2000,59,Hanginaround,Counting Crows,56,28,18,happy
3/4/2000,60,The Great Beyond,R.E.M.,59,57,11,happy
3/4/2000,61,Rhythm Divine,Enrique Iglesias,61,32,14,happy
3/4/2000,63,No More Rain (In This Cloud),Angie Stone,69,56,11,happy
3/4/2000,64,Got To Get It,Sisqo Featuring Make It Hot,63,40,16,happy
3/4/2000,65,G'd Up,Snoop Dogg Presents Tha Eastsidaz,55,47,9,happy
3/4/2000,66,Feelin' So Good,Jennifer Lopez Featuring Big Pun & Fat Joe,79,66,3,happy
3/4/2000,62,Been There,Clint Black With Steve Wariner,73,62,3,happy
3/4/2000,76,No Leaf Clover,Metallica,78,76,4,happy
3/4/2000,68,What Do You Say,Reba,60,31,19,sad
3/4/2000,69,24/7,Kevon Edmonds,64,10,18,happy
3/4/2000,70,Shake Your Bon-Bon,Ricky Martin,46,22,16,happy
3/4/2000,71,I Need A Hot Girl,Hot Boys,75,71,3,happy
3/4/2000,72,Do What You Gotta Do,Garth Brooks,81,72,3,sad
3/4/2000,73,That's What I'm Looking For,Da Brat,93,73,2,happy
3/4/2000,74,Party Up (Up In Here),DMX,88,74,2,happy
3/4/2000,75,Carlene,Phil Vassar,,75,1,happy
3/4/2000,67,He Didn't Have To Be,Brad Paisley,68,30,20,sad
4/1/2000,37,Otherside,Red Hot Chili Peppers,40,37,8,energetic
4/1/2000,36,I Don't Wanna,Aaliyah,38,35,10,happy
4/1/2000,35,From The Bottom Of My Broken Heart,Britney Spears,33,14,10,happy
4/1/2000,34,The Best Day,George Strait,39,34,10,sad
4/1/2000,29,I Like It,Sammie,37,29,10,happy
4/1/2000,32,How Do You Like Me Now?!,Toby Keith,36,32,10,happy
4/1/2000,31,Take A Picture,Filter,24,12,19,sad
4/1/2000,30,Another Dumb Blonde,Hoku,34,30,7,happy
4/1/2000,38,Try Again,Aaliyah,53,38,3,happy
4/1/2000,33,Then The Morning Comes,Smash Mouth,31,11,23,happy
4/1/2000,39,Untitled (How Does It Feel),D'Angelo,35,25,11,sad
4/1/2000,50,Meet Virginia,Train,46,20,26,happy
4/1/2000,41,Higher,Creed,43,41,22,energetic
4/1/2000,42,Lessons Learned,Tracy Lawrence,44,42,10,happy
4/1/2000,43,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,28,1,17,sad
4/1/2000,44,Party Up (Up In Here),DMX,49,44,6,happy
4/1/2000,45,Love's The Only House,Martina McBride,48,45,9,happy
4/1/2000,46,My Best Friend,Tim McGraw,41,29,19,sad
4/1/2000,47,Whoa!,Black Rob,52,47,5,happy
4/1/2000,48,He Wasn't Man Enough,Toni Braxton,55,48,3,happy
4/1/2000,49,Falls Apart,Sugar Ray,47,29,12,happy
4/1/2000,28,I Learned From The Best,Whitney Houston,27,27,7,happy
4/1/2000,40,American Pie,Madonna,32,29,7,happy
4/1/2000,27,You Sang To Me,Marc Anthony,30,27,6,happy
4/1/2000,3,Breathe,Faith Hill,4,3,22,sad
4/1/2000,25,Forgot About Dre,Dr. Dre Featuring Eminem,25,25,11,happy
4/1/2000,1,Say My Name,Destiny's Child,1,1,15,happy
4/1/2000,51,Been There,Clint Black With Steve Wariner,57,51,7,happy
4/1/2000,4,Amazed,Lonestar,3,1,35,happy
4/1/2000,5,Bye Bye Bye,'N Sync,5,5,10,happy
4/1/2000,6,Show Me The Meaning Of Being Lonely,Backstreet Boys,6,6,14,happy
4/1/2000,7,Get It On Tonite,Montell Jordan,9,4,24,happy
4/1/2000,8,Smooth,Santana Featuring Rob Thomas,10,1,36,happy
4/1/2000,9,That's The Way It Is,Celine Dion,7,6,21,happy
4/1/2000,10,Thong Song,Sisqo,13,10,10,happy
4/1/2000,11,There You Go,P!nk,11,11,5,happy
4/1/2000,12,I Knew I Loved You,Savage Garden,8,1,24,happy
4/1/2000,13,It Feels So Good,Sonique,12,12,11,happy
4/1/2000,14,Never Let You Go,Third Eye Blind,16,14,11,happy
4/1/2000,15,I Try,Macy Gray,20,15,7,happy
4/1/2000,16,All The Small Things,Blink-182,14,6,18,happy
4/1/2000,17,Everything You Want,Vertical Horizon,19,17,11,happy
4/1/2000,18,What A Girl Wants,Christina Aguilera,15,1,19,sad
4/1/2000,19,Bring It All To Me,Blaque,18,5,24,happy
4/1/2000,20,I Wanna Know,Joe,23,20,14,happy
4/1/2000,21,Back At One,Brian McKnight,21,2,32,sad
4/1/2000,22,I Need To Know,Marc Anthony,22,3,30,happy
4/1/2000,23,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",17,5,19,sad
4/1/2000,24,Goodbye Earl,Dixie Chicks,29,24,3,happy
4/1/2000,26,Only God Knows Why,Kid Rock,26,26,7,happy
4/1/2000,52,Back At One,Mark Wills,45,36,12,sad
4/1/2000,2,Maria Maria,Santana Featuring The Product G&B,2,2,8,happy
4/1/2000,54,Feelin' So Good,Jennifer Lopez Featuring Big Pun & Fat Joe,54,54,7,happy
4/1/2000,80,"Ryde Or Die, Chick",The Lox Featuring Timbaland And EVE,73,73,3,happy
4/1/2000,81,Daddy Won't Sell The Farm,Montgomery Gentry,79,79,5,happy
4/1/2000,82,This Woman Needs,SHeDAISY,68,57,9,happy
4/1/2000,83,Mr. Too Damn Good,Gerald Levert,83,83,3,sad
4/1/2000,84,Can't Stay,Dave Hollister,84,84,2,sad
4/1/2000,85,Real Live Woman,Trisha Yearwood,,85,1,sad
4/1/2000,86,"Left, Right, Left",Drama,80,73,8,happy
4/1/2000,87,Mirror Mirror,M2M,,87,1,happy
4/1/2000,88,Stay Or Let It Go,Brian McKnight,76,76,6,happy
4/1/2000,89,No More Rain (In This Cloud),Angie Stone,81,56,15,happy
4/1/2000,90,G'd Up,Snoop Dogg Presents Tha Eastsidaz,82,47,13,happy
4/1/2000,91,Whistle While You Twurk,Ying Yang Twins,94,91,3,happy
4/1/2000,92,I'm Outta Love,Anastacia,,92,1,happy
4/1/2000,93,No Leaf Clover,Metallica,86,74,8,happy
4/1/2000,94,Baby Don't Cry (Keep Ya Head Up II),2Pac + Outlawz,87,72,6,happy
4/1/2000,95,Got To Get It,Sisqo Featuring Make It Hot,88,40,20,happy
4/1/2000,96,Swear It Again,Westlife,,96,1,happy
4/1/2000,97,Unconditional,Clay Davidson,97,97,2,sad
4/1/2000,98,If You Don't Wanna Love Me,Tamar Braxton,98,98,2,happy
4/1/2000,99,No Mercy,Ty Herndon,99,99,3,happy
4/1/2000,100,Re-arranged,Limp Bizkit,93,88,18,energetic
4/1/2000,79,What I Need To Do,Kenny Chesney,,79,1,sad
4/1/2000,78,Private Emotion,Ricky Martin Featuring Meja,71,67,4,happy
4/1/2000,53,He Can't Love U,Jagged Edge,51,15,17,happy
4/1/2000,76,Shackles (Praise You),Mary Mary,90,76,2,happy
4/1/2000,77,I Belong To You,Lenny Kravitz,78,77,2,happy
4/1/2000,55,The Bad Touch,Bloodhound Gang,62,55,3,happy
4/1/2000,56,Blue (Da Ba Dee),Eiffel 65,42,6,17,happy
4/1/2000,57,Carlene,Phil Vassar,64,57,5,happy
4/1/2000,58,Smile,Lonestar,50,39,16,sad
4/1/2000,59,Cowboy Take Me Away,Dixie Chicks,56,27,19,sad
4/1/2000,61,Because You Love Me,Jo Dee Messina,61,53,10,sad
4/1/2000,62,The Way You Love Me,Faith Hill,66,62,4,happy
4/1/2000,63,Be With You,Enrique Iglesias,,63,1,happy
4/1/2000,64,I Wish,Carl Thomas,75,64,2,happy
