date,rank,song,artist,last-week,peak-rank,weeks-on-board,label
1988-12-03,78,Cross My Heart,Eighth Wonder,86,78,3,happy
1988-12-03,79,Straight Up,Paula Abdul,,79,1,1
1988-12-03,80,Kiss,The Art Of Noise Featuring Tom Jones,,80,1,1
1988-12-03,81,As Long As You Follow,Fleetwood Mac,,81,1,happy
1988-12-03,82,Chains Of Love,Erasure,63,12,19,1
1988-12-03,83,Killing Me Softly,Al B. Sure!,80,80,3,sad
1988-12-03,84,Dancing Under A Latin Moon,Candi,72,68,7,sad
1988-12-03,85,Didn't Know It Was Love,Survivor,74,61,9,1
1988-12-03,86,I'm Gonna Miss You,Kenny Loggins,82,82,4,happy
1988-12-03,87,What I Am,Edie Brickell & New Bohemians,96,87,2,1
1988-12-03,88,I Hate Myself For Loving You,Joan Jett & the Blackhearts,81,8,24,1
1988-12-03,89,"Love, Truth & Honesty",Bananarama,91,89,2,happy
1988-12-03,90,(It's Just) The Way That You Love Me,Paula Abdul,92,88,4,happy
1988-12-03,91,Rock & Roll Strategy,Thirty Eight Special,75,67,6,happy
1988-12-03,92,Wild Thing,Tone-Loc,,92,1,2
1988-12-03,93,Sweet Child O' Mine,Guns N' Roses,85,1,24,happy
1988-12-03,94,I Believe In You,Stryper,88,88,5,sad
1988-12-03,95,Time And Tide,Basia,83,26,20,sad
1988-12-03,96,The Only Way Is Up,Yazz And The Plastic Population,99,96,2,1
1988-12-03,97,It Takes Two,Rob Base & D.J. E-Z Rock,89,36,16,happy
1988-12-03,98,You Make Me Work,Cameo,93,85,5,happy
1988-12-03,99,Put This Love To The Test,Jon Astley,87,74,8,happy
1988-12-03,100,You're Not My Kind Of Girl,New Edition,95,95,4,happy
1988-11-05,1,"Kokomo (From""Cocktail"" )",The Beach Boys,2,1,10,happy
1988-11-05,2,"Wild, Wild West",The Escape Club,3,2,12,happy
1988-11-05,3,Groovy Kind Of Love,Phil Collins,1,1,10,0
1988-11-05,4,The Loco-Motion,Kylie Minogue,7,4,11,happy
1988-11-05,5,Bad Medicine,Bon Jovi,10,5,7,2
1988-11-05,6,One Moment In Time,Whitney Houston,9,6,9,sad
1988-11-05,7,Never Tear Us Apart,INXS,8,7,13,happy
1988-11-05,8,Desire,U2,14,8,6,happy
1988-11-05,9,Red Red Wine,UB40,4,1,28,1
1988-11-05,10,What's On Your Mind (Pure Energy),Information Society,5,3,17,happy
1988-11-05,11,Don't You Know What The Night Can Do?,Steve Winwood,6,6,12,0
1988-11-05,12,How Can I Fall?,Breathe,17,12,9,0
1988-11-05,13,"Baby, I Love Your Way/Freebird Medley",Will To Power,21,13,9,sad
1988-11-05,14,Chains Of Love,Erasure,12,12,15,1
1988-11-05,15,Kissing A Fool,George Michael,22,15,5,0
1988-11-05,16,Another Lover,Giant Steps,16,16,12,happy
1988-11-05,17,Look Away,Chicago,23,17,7,sad
1988-11-05,18,Don't Know What You Got (Till It's Gone),Cinderella,20,18,10,0
1988-11-05,19,Don't Be Cruel,Bobby Brown,11,8,16,happy
1988-11-05,20,I Don't Want Your Love,Duran Duran,27,20,4,happy
1988-11-05,21,Love Bites,Def Leppard,13,1,13,1
1988-11-05,22,Giving You The Best That I Got,Anita Baker,28,22,7,sad
1988-11-05,23,Waiting For A Star To Fall,Boy Meets Girl,29,23,9,1
1988-11-05,24,A Word In Spanish,Elton John,25,24,8,happy
1988-11-05,25,Forever Young,Rod Stewart,15,12,14,0
1988-11-05,26,Walk On Water,Eddie Money,32,26,6,1
1988-11-05,27,The Promise,When In Rome,33,27,10,1
1988-11-05,28,Don't Be Cruel,Cheap Trick,19,4,15,happy
1988-11-05,29,"Don't Worry, Be Happy (From ""Cocktail"")",Bobby McFerrin,24,1,15,sad
1988-11-05,30,Edge Of A Broken Heart,Vixen,39,30,8,1
1988-11-05,31,Downtown Life,Daryl Hall John Oates,38,31,6,1
1988-11-05,32,Domino Dancing,Pet Shop Boys,41,32,5,happy
1988-11-05,33,Welcome To The Jungle,Guns N' Roses,44,33,3,happy
1988-11-05,34,Dance Little Sister,Terence Trent D'Arby,30,30,9,1
1988-11-05,35,Finish What Ya Started,Van Halen,43,35,6,happy
1988-11-05,36,True Love,Glenn Frey,18,13,12,1
1988-11-05,37,Small World,Huey Lewis & The News,40,37,5,happy
1988-11-05,38,Time And Tide,Basia,26,26,16,sad
1988-11-05,39,I'll Always Love You,Taylor Dayne,31,3,22,happy
1988-11-05,40,Spy In The House Of Love,Was (Not Was),48,40,6,happy
1988-11-05,41,In Your Room,The Bangles,47,41,4,happy
1988-11-05,42,Every Rose Has Its Thorn,Poison,60,42,2,0
1988-11-05,43,Till I Loved You,Barbra Streisand & Don Johnson,53,43,3,sad
1988-11-05,44,Please Don't Go Girl,New Kids On The Block,34,10,20,happy
1988-11-05,45,My Prerogative,Bobby Brown,61,45,3,1
1988-11-05,46,It Takes Two,Rob Base & D.J. E-Z Rock,36,36,12,happy
1988-11-05,47,Not Just Another Girl,Ivan Neville,50,47,5,happy
1988-11-05,48,Early In The Morning,Robert Palmer,55,48,3,happy
1988-11-05,49,Symptoms Of True Love,Tracie Spencer,52,49,6,happy
1988-11-05,50,Any Love,Luther Vandross,54,50,5,1
1988-11-05,51,"Boy, I've Been Told",SaFire,51,51,7,happy
1988-11-05,52,I Hate Myself For Loving You,Joan Jett & the Blackhearts,35,8,20,1
1988-11-05,53,One Good Woman,Peter Cetera,37,4,16,happy
1988-11-05,54,Sweet Child O' Mine,Guns N' Roses,46,1,20,happy
1988-11-05,55,"Yeah, Yeah, Yeah",Judson Spence,59,55,4,0
1988-11-05,56,Cars With The Boom,L'Trimm,56,56,7,happy
1988-11-05,57,You Came,Kim Wilde,42,41,8,happy
1988-11-05,58,I Remember Holding You,Boys Club,62,58,3,happy
1988-11-05,59,Never Let You Go,Sweet Sensation,58,58,8,happy
1988-11-05,60,Silhouette,Kenny G,70,60,2,sad
1988-11-05,61,The Way You Love Me,Karyn White,67,61,4,happy
1988-11-05,62,Didn't Know It Was Love,Survivor,63,62,5,1
1988-11-05,63,If It Isn't Love,New Edition,45,7,19,1
1988-11-05,64,Little Liar,Joan Jett & the Blackhearts,75,64,2,happy
1988-11-05,65,"Hippy Hippy Shake (From ""Cocktail"")",The Georgia Satellites,82,65,3,happy
1988-11-05,66,Handle With Care,Traveling Wilburys,83,66,2,1
1988-11-05,67,Thanks For My Child,Cheryl Pepsii Riley,86,67,2,sad
1988-11-05,68,I Can't Wait,Deniece Williams,66,66,7,happy
1988-11-05,69,Dancing Under A Latin Moon,Candi,74,69,3,sad
1988-11-05,70,Rock & Roll Strategy,Thirty Eight Special,80,70,2,happy
1988-11-05,71,Peek-A-Boo,Siouxsie & The Banshees,73,71,4,1
1988-11-05,72,Simply Irresistible,Robert Palmer,57,2,19,1
1988-11-05,73,Best Of Times,Peter Cetera,88,73,2,happy
1988-11-05,74,Don't Break My Heart,Romeo's Daughter,79,74,4,1
1988-11-05,75,Strangelove,Depeche Mode,64,50,15,happy
1988-11-05,76,Put This Love To The Test,Jon Astley,85,76,4,happy
1988-11-05,77,Fallen Angel,Poison,49,12,15,2
1988-11-05,78,Wild World,Maxi Priest,95,78,2,1
1988-11-05,79,Girls Ain't Nothing But Trouble,D.J. Jazzy Jeff & The Fresh Prince,93,79,2,happy
1988-11-05,80,A Nightmare On My Street,D.J. Jazzy Jeff & The Fresh Prince,69,15,15,happy
1988-11-05,81,Don't Rush Me,Taylor Dayne,,81,1,happy
1988-11-05,82,Forever Young,Alphaville,91,82,6,0
1988-11-05,83,Ghost Town,Cheap Trick,,83,1,happy
1988-11-05,84,Baby Can I Hold You,Tracy Chapman,,84,1,1
1988-11-05,85,It's Money That Matters,Randy Newman,,85,1,happy
1988-11-05,86,Got A New Love,Good Question,90,86,3,sad
1988-11-05,87,Way Out,J.J. Fad,65,61,8,happy
1988-11-05,88,Spring Love (Come Back To Me),Stevie B,76,43,18,happy
1988-11-05,89,You Make Me Work,Cameo,,89,1,happy
1988-11-05,90,All This Time,Tiffany,,90,1,1
1988-11-05,91,Jealous Guy,John Lennon & The Plastic Ono Band,81,80,4,0
1988-11-05,92,When The Children Cry,White Lion,,92,1,0
1988-11-05,93,When It's Love,Van Halen,71,5,19,happy
1988-11-05,94,I'm Not Your Man,Tommy Conwell And The Young Rumblers,84,74,7,0
1988-11-05,95,Superstitious,Europe,77,31,13,happy
1988-11-05,96,Put A Little Love In Your Heart,Annie Lennox & Al Green,,96,1,happy
1988-11-05,97,I Believe In You,Stryper,,97,1,sad
1988-11-05,98,Nobody's Perfect,Mike + The Mechanics,,98,1,happy
1988-11-05,99,The Lover In Me,Sheena Easton,,99,1,happy
1988-11-05,100,"Nobody's Fool (Theme From ""Caddyshack II"")",Kenny Loggins,68,8,18,happy
1988-10-01,1,"Don't Worry, Be Happy (From ""Cocktail"")",Bobby McFerrin,1,1,10,sad
1988-10-01,2,Love Bites,Def Leppard,5,2,8,1
1988-10-01,3,I'll Always Love You,Taylor Dayne,3,3,17,happy
1988-10-01,4,One Good Woman,Peter Cetera,7,4,11,happy
1988-10-01,5,Red Red Wine,UB40,13,5,23,1
1988-10-01,6,Don't Be Cruel,Cheap Trick,10,6,10,happy
1988-10-01,7,Sweet Child O' Mine,Guns N' Roses,2,1,15,happy
1988-10-01,8,I Hate Myself For Loving You,Joan Jett & the Blackhearts,12,8,15,1
1988-10-01,9,Simply Irresistible,Robert Palmer,4,2,14,1
1988-10-01,10,What's On Your Mind (Pure Energy),Information Society,17,10,12,happy
1988-10-01,11,If It Isn't Love,New Edition,8,7,14,1
1988-10-01,12,Please Don't Go Girl,New Kids On The Block,14,12,15,happy
1988-10-01,13,It Would Take A Strong Strong Man,Rick Astley,11,10,12,happy
1988-10-01,14,Groovy Kind Of Love,Phil Collins,21,14,5,0
1988-10-01,15,Don't Be Cruel,Bobby Brown,19,15,11,happy
1988-10-01,16,Fallen Angel,Poison,18,16,10,2
1988-10-01,17,"Nobody's Fool (Theme From ""Caddyshack II"")",Kenny Loggins,9,8,13,happy
1988-10-01,18,Don't You Know What The Night Can Do?,Steve Winwood,20,18,7,0
1988-10-01,19,A Nightmare On My Street,D.J. Jazzy Jeff & The Fresh Prince,15,15,10,happy
1988-10-01,20,True Love,Glenn Frey,23,20,7,1
1988-10-01,21,Forever Young,Rod Stewart,24,21,9,0
1988-10-01,22,Perfect World,Huey Lewis & The News,6,3,12,happy
1988-10-01,23,Staying Together,Debbie Gibson,22,22,9,happy
1988-10-01,24,What You See Is What You Get,Brenda K. Starr,26,24,9,happy
1988-10-01,25,Chains Of Love,Erasure,27,25,10,1
1988-10-01,26,Never Tear Us Apart,INXS,28,26,8,happy
1988-10-01,27,"Wild, Wild West",The Escape Club,31,27,7,happy
1988-10-01,28,The Loco-Motion,Kylie Minogue,32,28,6,happy
1988-10-01,29,One Moment In Time,Whitney Houston,35,29,4,sad
1988-10-01,30,When It's Love,Van Halen,16,5,14,happy
1988-10-01,31,"Kokomo (From""Cocktail"" )",The Beach Boys,40,31,5,happy
1988-10-01,32,Superstitious,Europe,37,32,8,happy
1988-10-01,33,Time And Tide,Basia,39,33,11,sad
1988-10-01,34,Bad Medicine,Bon Jovi,43,34,2,2
1988-10-01,35,Another Lover,Giant Steps,42,35,7,happy
1988-10-01,36,Monkey,George Michael,25,1,13,happy
1988-10-01,37,Indestructible,Four Tops,41,37,7,happy
1988-10-01,38,Don't Know What You Got (Till It's Gone),Cinderella,44,38,5,0
1988-10-01,39,Fast Car,Tracy Chapman,29,6,18,0
1988-10-01,40,How Can I Fall?,Breathe,46,40,4,0
1988-10-01,41,I Don't Wanna Live Without Your Love,Chicago,33,3,18,happy
1988-10-01,42,Dance Little Sister,Terence Trent D'Arby,50,42,4,1
1988-10-01,43,It Takes Two,Rob Base & D.J. E-Z Rock,47,43,7,happy
1988-10-01,44,Here With Me,REO Speedwagon,36,20,15,sad
1988-10-01,45,Another Part Of Me,Michael Jackson,30,11,11,1
1988-10-01,46,I Don't Wanna Go On With You Like That,Elton John,34,2,16,1
1988-10-01,47,Hands To Heaven,Breathe,38,2,25,sad
1988-10-01,48,She's On The Left,Jeffrey Osborne,53,48,7,happy
1988-10-01,49,Waiting For A Star To Fall,Boy Meets Girl,61,49,4,1
1988-10-01,50,Desire,U2,,50,1,happy
1988-10-01,51,"Baby, I Love Your Way/Freebird Medley",Will To Power,64,51,4,sad
1988-10-01,52,The Promise,When In Rome,59,52,5,1
1988-10-01,53,A Word In Spanish,Elton John,66,53,3,happy
1988-10-01,54,Spring Love (Come Back To Me),Stevie B,49,43,13,happy
1988-10-01,55,Off On Your Own (Girl),Al B. Sure!,45,45,9,happy
1988-10-01,56,Look Away,Chicago,77,56,2,sad
1988-10-01,57,Inside A Dream,Jane Wiedlin,58,57,5,happy
1988-10-01,58,Strangelove,Depeche Mode,69,58,10,happy
1988-10-01,59,You Came,Kim Wilde,73,59,3,happy
1988-10-01,60,All Fired Up,Pat Benatar,48,19,14,1
1988-10-01,61,Giving You The Best That I Got,Anita Baker,85,61,2,sad
1988-10-01,62,Heart Don't Fail Me Now,Holly Knight,70,62,5,happy
1988-10-01,63,Sign Your Name,Terence Trent D'Arby,54,4,19,happy
1988-10-01,64,The Dead Heart,Midnight Oil,55,53,9,happy
1988-10-01,65,Hold On To The Nights,Richard Marx,56,1,20,0
1988-10-01,66,"Powerful Stuff (From ""Cocktail"")",The Fabulous Thunderbirds,65,65,6,happy
1988-10-01,67,Walk On Water,Eddie Money,,67,1,1
1988-10-01,68,1-2-2003,Gloria Estefan & Miami Sound Machine,51,3,18,happy
1988-10-01,69,Edge Of A Broken Heart,Vixen,82,69,3,1
1988-10-01,70,Long And Lasting Love (Once In A Lifetime),Glenn Medeiros,68,68,8,happy
1988-10-01,71,Roll With It,Steve Winwood,52,1,17,1
1988-10-01,72,Never Let You Go,Sweet Sensation,89,72,3,happy
1988-10-01,73,Jackie,Blue Zone U.K.,60,54,8,1
1988-10-01,74,Nice 'N' Slow,Freddie Jackson,62,61,11,happy
1988-10-01,75,Way Out,J.J. Fad,90,75,3,happy
1988-10-01,76,Downtown Life,Daryl Hall John Oates,,76,1,1
1988-10-01,77,Don't Be Afraid Of The Dark,The Robert Cray Band,88,77,2,happy
1988-10-01,78,Cars With The Boom,L'Trimm,94,78,2,happy
1988-10-01,79,Look Out Any Window,Bruce Hornsby & The Range,67,35,11,happy
1988-10-01,80,What's The Matter Here?,"10,000 Maniacs",83,80,5,happy
1988-10-01,81,Make Me Lose Control,Eric Carmen,57,3,20,1
1988-10-01,82,Finish What Ya Started,Van Halen,,82,1,happy
1988-10-01,83,The Flame,Cheap Trick,81,1,26,1
1988-10-01,84,Summergirls,Dino,74,50,12,happy
1988-10-01,85,"Boy, I've Been Told",SaFire,99,85,2,happy
1988-10-01,86,Just Got Paid,Johnny Kemp,75,10,21,1
1988-10-01,87,I'm Not Your Man,Tommy Conwell And The Young Rumblers,95,87,2,0
1988-10-01,88,I Can't Wait,Deniece Williams,98,88,2,happy
1988-10-01,89,Love Will Save The Day,Whitney Houston,63,9,14,happy
1988-10-01,90,Talkin' Bout A Revolution,Tracy Chapman,,90,1,happy
1988-10-01,91,Pour Some Sugar On Me,Def Leppard,72,2,24,2
1988-10-01,92,Inside Outside,The Cover Girls,80,55,11,happy
1988-10-01,93,Spy In The House Of Love,Was (Not Was),,93,1,happy
1988-10-01,94,Tell That Girl To Shut Up,Transvision Vamp,,94,1,happy
1988-10-01,95,Make It Last Forever,Keith Sweat (Duet With Jacci McGhee),78,59,11,1
1988-10-01,96,Hands On The Radio,Henry Lee Summer,93,85,3,happy
1988-10-01,97,Sayin' Sorry (Don't Make It Right),Denise Lopez,71,31,17,happy
1988-10-01,98,I Did It For Love,Night Ranger,,98,1,happy
1988-10-01,99,Symptoms Of True Love,Tracie Spencer,,99,1,happy
1988-10-01,100,Long Way To Love,Britny Fox,,100,1,2
1988-09-03,1,Monkey,George Michael,1,1,9,happy
1988-09-03,2,Sweet Child O' Mine,Guns N' Roses,4,2,11,happy
1988-09-03,3,Simply Irresistible,Robert Palmer,5,3,10,1
1988-09-03,4,I Don't Wanna Go On With You Like That,Elton John,2,2,12,1
1988-09-03,5,I Don't Wanna Live Without Your Love,Chicago,3,3,14,happy
1988-09-03,6,Perfect World,Huey Lewis & The News,8,6,8,happy
1988-09-03,7,Fast Car,Tracy Chapman,6,6,14,0
1988-09-03,8,When It's Love,Van Halen,13,8,10,happy
1988-09-03,9,If It Isn't Love,New Edition,15,9,10,1
1988-09-03,10,I'll Always Love You,Taylor Dayne,16,10,13,happy
1988-09-03,11,Love Will Save The Day,Whitney Houston,9,9,10,happy
1988-09-03,12,Another Part Of Me,Michael Jackson,17,12,7,1
1988-09-03,13,"Nobody's Fool (Theme From ""Caddyshack II"")",Kenny Loggins,18,13,9,happy
1988-09-03,14,It Would Take A Strong Strong Man,Rick Astley,20,14,8,happy
1988-09-03,15,"Don't Worry, Be Happy (From ""Cocktail"")",Bobby McFerrin,25,15,6,sad
1988-09-03,16,Roll With It,Steve Winwood,7,1,13,1
1988-09-03,17,One Good Woman,Peter Cetera,22,17,7,happy
1988-09-03,18,1-2-2003,Gloria Estefan & Miami Sound Machine,10,3,14,happy
1988-09-03,19,All Fired Up,Pat Benatar,19,19,10,1
1988-09-03,20,Hands To Heaven,Breathe,12,2,21,sad
1988-09-03,21,I Hate Myself For Loving You,Joan Jett & the Blackhearts,26,21,11,1
1988-09-03,22,Make Me Lose Control,Eric Carmen,11,3,16,1
1988-09-03,23,Here With Me,REO Speedwagon,24,23,11,sad
1988-09-03,24,Love Bites,Def Leppard,30,24,4,1
1988-09-03,25,Sign Your Name,Terence Trent D'Arby,14,4,15,happy
1988-09-03,26,Don't Be Cruel,Cheap Trick,32,26,6,happy
1988-09-03,27,Please Don't Go Girl,New Kids On The Block,28,27,11,happy
1988-09-03,28,A Nightmare On My Street,D.J. Jazzy Jeff & The Fresh Prince,34,28,6,happy
1988-09-03,29,Don't Be Cruel,Bobby Brown,36,29,7,happy
1988-09-03,30,Hold On To The Nights,Richard Marx,21,1,16,0
1988-09-03,31,I Don't Want To Be A Hero,Johnny Hates Jazz,31,31,9,happy
1988-09-03,32,Fallen Angel,Poison,38,32,6,2
1988-09-03,33,What's On Your Mind (Pure Energy),Information Society,40,33,8,happy
1988-09-03,34,Staying Together,Debbie Gibson,42,34,5,happy
1988-09-03,35,Look Out Any Window,Bruce Hornsby & The Range,39,35,7,happy
1988-09-03,36,Red Red Wine,UB40,52,34,19,1
1988-09-03,37,Missed Opportunity,Daryl Hall John Oates,29,29,9,1
1988-09-03,38,Sayin' Sorry (Don't Make It Right),Denise Lopez,33,31,13,happy
1988-09-03,39,Just Got Paid,Johnny Kemp,27,10,17,1
1988-09-03,40,What You See Is What You Get,Brenda K. Starr,47,40,5,happy
1988-09-03,41,Forever Young,Rod Stewart,48,41,5,0
1988-09-03,42,Don't You Know What The Night Can Do?,Steve Winwood,51,42,3,0
1988-09-03,43,Rag Doll,Aerosmith,23,17,14,sad
1988-09-03,44,True Love,Glenn Frey,49,44,3,1
1988-09-03,45,Chains Of Love,Erasure,53,45,6,1
1988-09-03,46,Pour Some Sugar On Me,Def Leppard,35,2,20,2
1988-09-03,47,Spring Love (Come Back To Me),Stevie B,46,43,9,happy
1988-09-03,48,The Right Stuff,Vanessa Williams,44,44,7,happy
1988-09-03,49,Never Tear Us Apart,INXS,56,49,4,happy
1988-09-03,50,Summergirls,Dino,50,50,8,happy
1988-09-03,51,The Flame,Cheap Trick,45,1,22,1
1988-09-03,52,Groovy Kind Of Love,Phil Collins,,52,1,0
1988-09-03,53,Parents Just Don't Understand,D.J. Jazzy Jeff & The Fresh Prince,43,12,16,happy
1988-09-03,54,Time And Tide,Basia,58,54,7,sad
1988-09-03,55,Off On Your Own (Girl),Al B. Sure!,60,55,5,happy
1988-09-03,56,Superstitious,Europe,61,56,4,happy
1988-09-03,57,Inside Outside,The Cover Girls,55,55,7,happy
1988-09-03,58,"Wild, Wild West",The Escape Club,74,58,3,happy
1988-09-03,59,Make It Last Forever,Keith Sweat (Duet With Jacci McGhee),59,59,7,1
1988-09-03,60,Do You Love Me,The Contours,41,3,32,1
1988-09-03,61,The Dead Heart,Midnight Oil,62,61,5,happy
1988-09-03,62,The Twist,Fat Boys,37,16,12,happy
1988-09-03,63,Indestructible,Four Tops,68,63,3,happy
1988-09-03,64,The Loco-Motion,Kylie Minogue,80,64,2,happy
1988-09-03,65,Nice 'N' Slow,Freddie Jackson,72,65,7,happy
1988-09-03,66,Another Lover,Giant Steps,78,66,3,happy
1988-09-03,67,Jackie,Blue Zone U.K.,73,67,4,1
1988-09-03,68,The Rumour,Olivia Newton-John,84,68,3,happy
1988-09-03,69,It Takes Two,Rob Base & D.J. E-Z Rock,82,69,3,happy
1988-09-03,70,Knocked Out,Paula Abdul,57,41,12,happy
1988-09-03,71,Better Be Home Soon,Crowded House,54,42,9,0
1988-09-03,72,Say It's Gonna Rain,Will To Power,65,49,12,happy
1988-09-03,73,She's On The Left,Jeffrey Osborne,89,73,3,happy
1988-09-03,74,Don't Know What You Got (Till It's Gone),Cinderella,,74,1,0
1988-09-03,75,Long And Lasting Love (Once In A Lifetime),Glenn Medeiros,88,75,4,happy
1988-09-03,76,Don't Walk Away,Toni Childs,81,76,4,happy
1988-09-03,77,I Still Believe,Brenda K. Starr,67,13,23,happy
1988-09-03,78,The Colour Of Love,Billy Ocean,69,17,15,happy
1988-09-03,79,"Powerful Stuff (From ""Cocktail"")",The Fabulous Thunderbirds,93,79,2,happy
1988-09-03,80,Heart Turns To Stone,Foreigner,75,56,8,happy
1988-09-03,81,I Know You're Out There Somewhere,The Moody Blues,63,30,14,0
1988-09-03,82,Tell Me,White Lion,64,58,10,happy
1988-09-03,83,Always There For You,Stryper,71,71,7,1
1988-09-03,84,Ship Of Fools,Robert Plant,91,84,2,sad
1988-09-03,85,Love Changes (Everything),Climie Fisher,77,23,17,happy
1988-09-03,86,Inside A Dream,Jane Wiedlin,,86,1,happy
1988-09-03,87,The Promise,When In Rome,,87,1,1
1988-09-03,88,Supersonic,J.J. Fad,83,30,20,1
1988-09-03,89,Rush Hour,Jane Wiedlin,70,9,18,happy
1988-09-03,90,Pretty Boys And Pretty Girls,Book Of Love,,90,1,happy
